NM_006196	793	794	0	0	0	3	0	49
NM_005025	102	413	1	1	0	0	1	92
NM_001746	1862	1935	2	2	0	0	1	59
NM_001024649	1809	1882	2	2	0	0	1	59
NM_014275	565	732	2	2	0	1	0	63
NM_133471	783	1849	1	1	0	0	1	47
NM_001134493	491	527	2	2	0	1	0	42
NM_001402	1554	1554	2	2	0	1	0	44
NM_001281502	1089	1238	1	1	0	0	2	30
NM_001281501	1020	1169	1	1	0	0	2	30
NM_004265	1361	1510	1	1	0	0	2	30
NM_001130442	781	888	1	1	0	0	1	35
NM_176795	863	970	1	1	0	0	1	35
NM_023947	1836	2386	0	0	0	0	3	92
NM_001142674	1940	2490	0	0	0	0	3	92
NM_001142677	1743	2293	0	0	0	0	3	92
NM_001142676	1911	2461	0	0	0	0	3	92
NM_001142675	2050	2600	0	0	0	0	3	92
NM_001291861	1832	1835	0	0	0	0	3	60
NM_000612	2481	2484	0	0	0	0	3	60
NM_001127598	2168	2171	0	0	0	0	3	60
NM_001291862	2003	2006	0	0	0	0	3	60
NM_001007139	2455	2458	0	0	0	0	3	60
NR_003512	2443	2446	0	0	0	0	3	60
NM_001164280	381	381	2	4	0	0	3	93
NM_001164277	939	939	2	4	0	0	3	93
NM_001164278	623	623	2	4	0	0	3	93
NM_001467	435	435	2	4	0	0	3	93
NM_213590	211	660	1	1	0	0	1	43
NM_000624	1619	1619	2	2	0	1	0	50
NM_001135865	1568	2415	2	2	0	0	1	28
NM_001135865	1637	1876	2	2	0	0	1	89
NM_001135865	1694	2415	2	2	0	0	1	28
NM_001135865	1763	1876	2	2	0	0	1	89
NM_001135865	1820	2163	2	2	0	0	1	32
NM_001135865	1820	2289	2	2	0	0	1	32
NM_001135865	1820	2415	2	2	0	0	1	32
NM_001135865	1820	2667	2	2	0	0	1	32
NM_001135865	1820	2932	2	2	0	0	1	32
NM_001135865	1934	2415	2	2	0	0	1	28
NM_130464	1491	2212	2	2	0	0	1	28
NM_130464	1560	1673	2	2	0	0	1	89
NM_130464	1617	2086	2	2	0	0	1	32
NM_130464	1617	2212	2	2	0	0	1	32
NM_130464	1617	2464	2	2	0	0	1	32
NM_130464	1617	2729	2	2	0	0	1	32
NM_130464	1617	2981	2	2	0	0	1	32
NM_130464	1857	2212	2	2	0	0	1	28
NM_001310148	1514	2250	2	2	0	0	1	28
NM_001310148	2018	2250	2	2	0	0	1	28
NM_001310148	2125	2250	2	2	0	0	1	28
NM_001310137	1049	2833	2	2	0	0	1	28
NM_001310137	1679	2833	2	2	0	0	1	28
NM_001321892	1860	2092	2	2	0	0	1	28
NM_001321892	1967	2092	2	2	0	0	1	28
NM_001033551	2759	3041	2	2	0	0	1	34
NM_001082968	2909	3191	2	2	0	0	1	34
NM_001288786	2837	3119	2	2	0	0	1	34
NM_001288787	2774	3056	2	2	0	0	1	34
NM_001288788	2555	2837	2	2	0	0	1	34
NM_001288789	2552	2834	2	2	0	0	1	34
